# freqs_THz  psd  fpsd  logpsd  flogpsd
# 
1.930772308923569325e+00 6.750307350504988804e+06 5.087838637947760522e+06 1.572509859522024556e+01 1.522276915877315950e+01
1.940776310524209514e+00 2.004537278843850363e+06 5.075516089129593223e+06 1.451092380846914232e+01 1.522092384002983145e+01
1.950780312124850147e+00 5.380283760275825858e+06 5.334285293533599004e+06 1.549825167429276718e+01 1.533862115290057559e+01
1.960784313725490113e+00 7.793217029463252053e+06 4.905701354688159190e+06 1.586876430172102026e+01 1.525143485906384910e+01
1.970788315326130524e+00 4.897036653716106899e+06 4.343604584703363478e+06 1.540414081558927961e+01 1.515235678150098941e+01
1.980792316926770713e+00 3.215434871875654906e+06 4.786407634808965959e+06 1.498347316992047595e+01 1.530312030411934821e+01
1.990796318527411124e+00 6.610189863962582313e+06 4.447654249344661832e+06 1.570412293516158009e+01 1.523012021969234553e+01
2.000800320128051091e+00 3.920681497272136621e+06 4.687331047168051824e+06 1.518177604800118452e+01 1.530643955997432926e+01
2.010804321728691502e+00 2.929642518212919123e+06 4.783393695606922731e+06 1.489039096611387336e+01 1.532274112957669310e+01
2.020808323329331913e+00 3.132482722805906087e+06 4.265751214792996645e+06 1.495733645027215530e+01 1.520349373262332904e+01
2.030812324929971879e+00 6.016670435965402983e+06 4.108379903780387249e+06 1.561004458055110256e+01 1.516384133408645951e+01
2.040816326530611846e+00 3.024020110397644341e+06 4.268320841133587062e+06 1.492209766652321967e+01 1.520351584121168997e+01
2.050820328131252257e+00 4.640982054901140742e+06 4.176633639618996531e+06 1.535043655157096332e+01 1.518846541986399146e+01
2.060824329731893112e+00 6.436972893103395589e+06 4.295564001352793537e+06 1.567756893991875522e+01 1.521464163810369818e+01
2.070828331332533079e+00 2.099149740510075353e+06 4.217882371817353182e+06 1.455704293523400494e+01 1.518329167688865056e+01
2.080832332933173490e+00 3.165952232577401679e+06 4.704832116060683504e+06 1.496796443168369173e+01 1.527392231859642990e+01
2.090836334533813901e+00 4.974785182760845870e+06 4.890557805903727189e+06 1.541989274829802170e+01 1.530049836258762852e+01
2.100840336134453867e+00 5.601630647302099504e+06 5.013073678092575632e+06 1.553856830033689818e+01 1.533400414709668524e+01
2.110844337735093834e+00 5.228915476343899965e+06 5.020742566603198647e+06 1.546971444863799761e+01 1.533564173674507281e+01
2.120848339335734245e+00 2.075144593323071953e+06 5.187289916181357577e+06 1.454554139274834235e+01 1.535841032252280414e+01
2.130852340936374656e+00 8.488929909482538700e+06 5.059182868030286394e+06 1.595427350905773878e+01 1.525726156492239483e+01
2.140856342537014623e+00 8.059653024238885380e+06 5.555405011503553018e+06 1.590238106445429622e+01 1.534836529545154526e+01
2.150860344137655034e+00 4.371694704474983737e+06 5.673521292454678565e+06 1.529066129612283298e+01 1.536946003761150870e+01
2.160864345738295444e+00 4.725339828517990187e+06 5.460148115353645757e+06 1.536845003770323004e+01 1.532009538380570568e+01
2.170868347338935411e+00 8.268993738463135436e+06 6.029159123621731997e+06 1.592802338347377500e+01 1.539165013877962984e+01
2.180872348939575822e+00 6.899722108482955955e+05 7.015694972825061530e+06 1.344440660162951318e+01 1.555794925917891902e+01
2.190876350540216233e+00 8.624395810783337802e+06 6.535219617787008174e+06 1.597010546750434656e+01 1.546936232774051589e+01
2.200880352140856644e+00 6.274064273223227821e+06 6.166207336735506542e+06 1.565193491205759457e+01 1.540568535768740155e+01
2.210884353741496611e+00 3.254525699190729298e+06 6.329927751661663875e+06 1.499555710847307388e+01 1.543704649645813376e+01
2.220888355342137022e+00 1.148803656729286164e+07 6.365910698324673809e+06 1.625681675335115273e+01 1.544435922202375799e+01
2.230892356942776988e+00 1.292703893455970101e+07 6.187344662521660328e+06 1.637483171714053753e+01 1.541970406230453605e+01
2.240896358543417399e+00 3.203701004063930828e+06 6.603278842294550501e+06 1.497981726323529728e+01 1.560445244776794027e+01
2.250900360144057366e+00 4.000517932672385126e+06 6.021917385283534415e+06 1.520193439387003842e+01 1.548146576189330048e+01
2.260904361744697777e+00 6.172619268662702292e+06 5.756337731886757538e+06 1.563563382260089263e+01 1.542449649677248757e+01
2.270908363345338188e+00 5.121152241811093874e+06 5.581154577904202044e+06 1.544889001892509128e+01 1.534297460712683581e+01
2.280912364945978155e+00 6.304767344629992731e+06 4.959032698980466463e+06 1.565681662656234252e+01 1.526064912588169342e+01
2.290916366546618566e+00 5.265248188350085169e+06 4.730104969834628515e+06 1.547663884172695781e+01 1.524095218962949971e+01
2.300920368147258976e+00 2.229419783662172500e+06 4.890407449018821120e+06 1.461725192288329289e+01 1.528081719175923325e+01
