# Solid Silica - BKS potential, melted and quenched
# 216 atoms, T~1000K, dens~2.295g/cm^3
# NVE, dt = 1.0 fs, 100 ps, print_step = 1.0 fs
# Temperature = 983.172635 K, Volume = 3130.431110818 A^3
# LAMMPS metal units
Temp c_flux1[1] c_flux1[2] c_flux1[3]
1056.0666 -690.9921 -1413.9751 -76.593618
1043.14 -547.18446 -1430.3099 -80.45725
1025.9173 -398.85493 -1405.646 -69.160312
1005.3834 -242.30728 -1345.2329 -38.900571
982.59343 -77.154825 -1254.2748 11.533072
958.65966 93.558199 -1137.173 80.590733
934.69666 264.2242 -997.34271 164.18683
911.73283 428.19613 -837.48666 256.14991
890.64692 579.32548 -660.2944 348.8394
872.17871 713.15946 -469.52481 434.0457
857.02645 827.40346 -270.84035 504.01813
845.98785 921.51034 -72.344974 552.56899
840.05659 995.89138 115.50856 575.69414
840.3903 1051.0855 280.88426 571.7526
848.10986 1087.3261 412.28202 541.19568
863.96164 1104.5494 500.4631 485.98849
887.93913 1102.8505 540.14613 409.18887
918.98682 1082.7267 530.69399 314.55843
954.8921 1045.4025 476.10728 206.27974
992.42462 993.01554 384.10593 88.829841
1027.7109 928.66261 264.73722 -33.09726
1056.7788 856.59994 128.71252 -154.829
1076.1733 782.16034 -14.035727 -271.79824
1083.5357 711.50388 -155.5722 -379.82677
1078.0388 651.18541 -290.58279 -475.4293
1060.5959 607.32495 -416.38112 -556.17005
1033.8046 584.59958 -532.40696 -620.75982
1001.6129 585.19151 -639.44149 -669.09191
968.75266 608.04934 -738.7285 -701.83754
940.02597 648.80376 -831.14231 -720.00313
919.56845 700.38461 -916.57233 -724.26292
910.21718 753.7141 -993.56432 -714.38651
913.08967 798.57448 -1059.1956 -688.90081
927.43686 824.39279 -1109.205 -645.20396
950.78625 821.06442 -1138.223 -580.23824
979.35481 780.03426 -1140.2674 -491.44959
1008.6792 695.39552 -1109.3991 -377.61263
1034.3955 564.94982 -1040.4936 -239.3246
1053.0671 390.86946 -930.26773 -79.020673
1062.9042 179.56902 -778.1581 99.276809
1064.1796 -59.100324 -587.14434 290.07792
1059.1637 -313.20453 -364.40084 486.51177
1051.5175 -570.40916 -121.46851 680.22792
1045.256 -819.44861 126.4769 861.46642
1043.5644 -1051.0973 362.16391 1019.5695
1047.8213 -1258.6524 568.58435 1143.8852
1057.1453 -1437.5935 731.31271 1224.8886
1068.6176 -1585.0853 840.33805 1255.4598
1078.1152 -1699.2986 890.94341 1231.8109
1081.4942 -1778.9492 883.73327 1153.9335
1075.7553 -1823.0262 823.90541 1025.3974
1059.8568 -1830.8267 719.84453 852.59376
1034.9813 -1802.2198 581.73279 643.81634
1004.2335 -1737.7859 420.33463 408.57743
971.89234 -1638.8416 246.05067 157.18152
942.44691 -1507.2738 68.102271 -99.336372
919.66502 -1345.3092 -105.85143 -348.9984
905.9082 -1155.4623 -270.10505 -578.96245
901.81991 -940.74508 -420.8124 -775.98499
906.39766 -704.80847 -555.786 -927.52989
917.38006 -451.94438 -673.87704 -1023.2381
931.82742 -187.06263 -774.42786 -1056.5501
946.76369 84.511608 -856.7065 -1025.7689
959.75261 357.00042 -919.62302 -934.51247
969.29741 624.146 -961.68404 -791.19927
974.99549 879.099 -981.31844 -607.79047
977.43268 1114.596 -977.21055 -397.76961
977.85812 1323.3166 -948.67244 -174.27745
977.72888 1498.3406 -895.91058 51.370375
978.25158 1633.5465 -820.24149 270.37648
980.06586 1724.0966 -724.11795 476.49478
983.17268 1767.0179 -611.12604 665.61106
987.1084 1761.8031 -485.79914 835.21315
991.25463 1710.8004 -353.31966 983.78704
995.13555 1619.384 -218.99561 1110.218
998.59043 1495.5907 -87.894835 1213.3215
1001.7753 1349.1426 35.598504 1291.5842
1005.0204 1189.9581 147.89202 1343.044
1008.6213 1026.5937 246.03863 1365.3271
1012.6493 864.76009 327.54371 1355.9708
1016.8618 706.6783 390.29157 1312.9187
1020.7463 551.19168 432.61133 1235.2072
1023.6843 394.71821 453.55742 1123.6572
1025.1721 232.97157 453.2419 981.30754
1025.0073 62.90405 433.12789 813.41943
1023.3579 -115.89984 396.02243 626.8986
1020.6859 -300.50567 345.65461 429.43849
1017.5598 -485.04699 285.76454 228.38025
1014.4491 -661.89714 219.32986 29.705517
1011.5971 -823.26391 148.08124 -162.6571
1009.0276 -962.63583 72.825954 -347.06262
1006.6682 -1075.7266 -5.5610095 -523.80856
1004.5035 -1160.6046 -85.041631 -694.28598
1002.6754 -1217.0257 -161.69915 -859.97496
1001.4745 -1245.2989 -230.14705 -1021.3397
1001.2356 -1245.1789 -284.77467 -1176.9694
1002.1856 -1215.4042 -321.3195 -1323.3116
1004.3179 -1154.1775 -338.07709 -1455.0318
1007.3467 -1060.2433 -336.26188 -1565.6728
1010.7591 -934.14051 -319.30375 -1648.7954
1013.9343 -779.02548 -291.52199 -1699.0283
1016.2897 -600.88242 -256.27844 -1713.0726
1017.4181 -408.01194 -214.92567 -1690.2868
1017.1836 -209.95325 -166.63645 -1632.8203
1015.743 -16.298023 -109.32465 -1545.2599
1013.4659 164.30742 -41.311179 -1433.8753
1010.7626 324.89435 37.222741 -1305.5387
1007.8784 460.28756 123.527 -1166.7662
1004.7374 567.22228 212.28791 -1022.7529
1000.9062 644.25815 296.55381 -876.49438
995.70543 691.61327 368.83292 -728.40833
988.4365 710.83285 422.14619 -576.40293
978.66345 704.32125 450.73731 -416.8532
966.4751 674.8916 450.39965 -246.02507
952.64452 625.79865 418.8743 -61.661358
938.60127 561.11814 356.30946 136.00707
926.18705 486.24584 265.71831 343.86552
917.26148 407.88876 153.02972 556.39173
913.30064 333.62236 26.829726 766.45524
915.09668 270.87392 -102.4368 966.52466
922.61417 225.74359 -223.80685 1149.6146
935.0186 201.7107 -327.49129 1309.8022
950.85136 198.70529 -406.56485 1442.1983
968.27969 213.29046 -457.97747 1542.8172
985.34216 239.94802 -482.30023 1608.5193
1000.1737 272.73845 -482.87817 1637.075
1011.2498 306.82611 -464.23539 1627.4117
1017.6575 339.20238 -430.82242 1579.6716
1019.3345 368.66922 -385.96201 1495.5282
1017.1674 395.3489 -331.59622 1378.221
1012.8525 419.84142 -268.49876 1232.4236
1008.4901 442.58422 -196.9355 1063.7627
1005.9923 463.58198 -117.33108 878.05508
1006.4895 482.46571 -30.718481 680.63297
1009.9474 498.77203 61.239136 475.65752
1015.1524 512.2411 156.56072 266.00095
1020.0914 522.7987 253.64842 53.499175
1022.6056 530.27301 352.05175 -160.54338
1021.0765 533.81537 452.58943 -374.61124
1014.8849 531.21239 556.67159 -586.30338
1004.4777 518.49891 665.04121 -792.14588
991.05434 490.08664 776.35194 -987.71509
976.04394 439.40927 886.13084 -1168.0429
960.6219 359.67089 986.59191 -1328.1907
945.4779 244.91914 1067.5329 -1463.5389
930.92754 91.161964 1118.1274 -1569.9196
917.2959 -102.47613 1129.2538 -1643.4193
905.35283 -332.93686 1095.1075 -1680.3452
896.54035 -592.93665 1014.0877 -1677.4242
892.83119 -871.23459 888.63773 -1632.3279
896.22278 -1153.3905 724.5048 -1544.3621
908.0475 -1423.1954 529.8528 -1414.9794
928.36158 -1664.3593 314.42181 -1247.9365
955.64194 -1862.5079 88.80179 -1049.0569
986.91786 -2006.6964 -136.25369 -825.63756
1018.3036 -2090.5331 -350.65801 -585.87294
1045.7674 -2112.3248 -545.6973 -338.25197
1065.9116 -2074.6413 -714.60456 -91.223733
1076.5595 -1983.0577 -852.57237 147.08683
1077.0485 -1844.8323 -956.30662 369.23077
1068.2225 -1667.8273 -1023.261 569.15294
1052.1821 -1459.8806 -1051.3443 742.91419
1031.8606 -1228.6014 -1038.9848 889.39711
1010.5072 -981.56582 -985.95233 1010.3985
991.15795 -726.1471 -894.37308 1109.8489
976.17946 -469.61618 -769.58493 1192.4069
966.95775 -218.58189 -620.28445 1261.7765
963.77789 21.320186 -457.90576 1319.276
965.90271 245.77536 -295.02824 1363.2854
971.81747 451.82995 -143.4635 1389.6795
979.57353 637.56763 -12.380395 1393.1802
987.15321 801.5743 93.061904 1369.1522
992.7951 942.50373 172.29152 1315.1096
995.25019 1058.737 229.09435 1231.5991
993.96292 1148.2677 270.29213 1122.3657
989.16715 1208.9565 303.87287 994.23305
981.86834 1238.9997 336.66707 856.56263
973.67924 1237.4901 372.60083 720.38351
966.51182 1204.9421 411.7401 597.03174
962.17409 1143.8485 450.61531 496.58138
961.96765 1058.8323 483.58354 426.21262
966.39845 956.39788 504.8097 389.00451
975.07716 844.23631 510.09448 383.4132
986.83266 730.2102 498.00765 403.64662
999.9937 621.37657 469.85087 440.7596
1012.7459 523.16355 428.85899 484.32532
1023.4604 439.09296 378.87523 524.02923
1030.9143 370.86613 323.28426 550.88308
1034.3789 318.70877 264.5081 557.77372
1033.5923 281.7737 204.1159 539.41456
1028.6881 258.37442 143.31573 492.10179
1020.136 245.98357 83.547538 413.42843
1008.72 241.08679 26.839491 302.23388
995.52933 239.30279 -24.17908 158.81381
981.89185 235.65194 -66.566578 -14.674805
969.19095 225.23278 -97.595193 -213.91006
958.57222 203.98032 -115.21774 -432.12917
950.63441 169.47863 -118.36804 -660.17101
945.2452 121.53183 -107.20346 -886.89734
941.59351 62.300311 -83.394206 -1099.9804
938.48884 -4.050816 -50.224342 -1286.9007
934.80374 -72.121888 -12.55019 -1436.1606
929.89403 -136.3812 23.69301 -1538.3871
923.83204 -192.54289 52.088295 -1587.2917
917.3634 -238.746 66.416759 -1580.2523
911.61607 -276.19543 61.249137 -1518.462
907.68871 -308.74583 32.673665 -1406.7501
906.2866 -341.74627 -21.175108 -1252.9309
907.53572 -380.15273 -99.685318 -1067.0071
911.01197 -426.97353 -199.52254 -860.19834
915.94145 -482.15508 -314.78456 -644.02913
921.47799 -542.49175 -437.45006 -429.48352
926.95479 -602.38021 -558.2161 -226.43396
932.03612 -655.33843 -667.60332 -43.159149
936.74544 -695.68628 -757.18144 113.87773
941.3981 -719.81107 -820.5995 240.28773
946.48681 -726.78866 -854.06728 334.06963
952.54977 -718.31578 -856.34847 395.80823
960.02974 -698.14097 -828.25142 428.78581
969.13388 -671.29631 -771.99303 438.76273
979.72089 -643.30121 -690.58799 433.24616
991.24602 -619.49622 -587.30444 420.36882
1002.7854 -604.32048 -465.30879 407.53809
1013.1406 -600.81523 -327.40809 400.21099
1021.0107 -610.19297 -175.85053 401.12124
1025.2075 -631.60715 -12.360511 410.34345
1024.8721 -662.18179 161.78602 425.77321
1019.6535 -697.22589 345.24877 443.94709
1009.8148 -730.65278 536.0658 460.55879
996.23794 -755.58473 730.94393 471.00451
980.32266 -765.10761 924.78263 470.47776
963.7966 -753.22093 1110.7213 454.35147
948.482 -715.56414 1280.6215 418.68655
936.06573 -650.14454 1426.0487 360.97794
927.91563 -557.53151 1539.6209 281.07706
924.96057 -440.74845 1616.1022 181.87621
927.62195 -304.58877 1653.27 69.370801
935.77607 -154.84426 1652.0617 -47.879434
948.7295 2.4722371 1616.0806 -159.79931
965.2154 161.60005 1550.6963 -256.43434
983.44147 317.13324 1461.6833 -329.51688
1001.2275 463.75588 1354.0683 -373.80511
1016.2491 596.0747 1231.4124 -387.74906
1026.375 708.56124 1095.9077 -373.25428
1030.0463 795.94547 949.10886 -334.83347
1026.6078 853.90554 792.88355 -278.28106
1016.4952 879.92422 630.16316 -209.56617
1001.2151 873.59149 465.19834 -134.191
983.10843 836.6687 303.24026 -56.960789
964.95143 772.56569 149.93647 17.830957
949.4842 685.69519 10.374652 86.139302
938.97123 580.86329 -111.78993 144.0739
934.86868 462.89532 -214.92471 187.93675
937.63816 336.57038 -299.67826 214.52006
946.72721 206.76099 -368.77081 221.35069
960.71381 78.541617 -426.37923 206.95936
977.59765 -42.875008 -477.17173 170.66703
995.19478 -152.56542 -525.4793 112.4671
1011.5593 -246.61535 -574.39219 33.118747
1025.33 -322.90623 -625.45675 -65.367005
1035.924 -381.45816 -678.52951 -179.16036
1043.538 -424.13217 -732.12333 -302.25761
1048.9625 -453.77198 -783.96434 -426.87357
1053.2613 -472.80161 -831.59059 -544.29258
1057.3925 -482.26585 -872.69829 -646.04502
1061.8827 -481.18422 -905.32114 -725.17791
1066.6408 -466.90809 -927.60568 -777.20731
1070.9478 -436.05693 -937.41604 -800.56317
1073.6079 -385.90076 -931.91539 -796.28581
1073.2066 -315.7681 -907.24831 -767.12623
1068.4119 -227.95595 -858.84289 -716.54795
1058.269 -127.79779 -782.05297 -647.80441
1042.4417 -22.884845 -673.19783 -563.72066
1021.367 78.288209 -530.5301 -466.80263
996.29647 167.94054 -355.06515 -359.60528
969.21091 240.4176 -150.95877 -245.01187
942.60176 292.80901 74.676621 -126.22691
919.13351 324.97506 312.64367 -6.4550584
901.24047 338.76023 552.83621 111.52771
890.73193 336.90913 785.47498 225.86756
888.49547 322.18798 1002.0967 335.81102
894.36451 296.71631 1195.9525 441.44347
907.17038 262.0304 1361.9985 543.00252
924.95832 219.34177 1496.5047 640.18111
945.31913 170.04394 1596.7694 731.61269
965.77582 115.94129 1661.0554 814.58444
984.16255 59.44524 1688.8539 885.10529
998.93579 3.3414217 1681.434 938.40072
1009.3622 -49.515304 1642.3325 969.59215
1015.5445 -96.42783 1577.4103 974.74103
1018.2801 -135.12001 1494.275 951.61226
1018.7911 -163.8765 1400.9525 900.31849
1018.3971 -181.58106 1304.2496 823.37251
1018.2224 -187.846 1208.5902 725.47168
1019.0055 -183.21067 1115.4127 612.74851
1021.031 -169.41112 1023.5596 491.74133
1024.1604 -149.33255 930.22073 368.363
1027.9153 -126.71325 832.41193 247.03357
1031.5778 -105.50672 728.08382 130.26627
1034.2933 -88.906406 616.9144 18.948569
1035.1832 -78.560117 500.3142 -87.188211
1033.4892 -74.072163 380.805 -188.64784
1028.7513 -72.945463 261.16009 -285.49225
1020.9941 -71.111676 143.48493 -376.90733
1010.8478 -63.803348 28.921234 -461.26214
999.52055 -46.855415 -82.265042 -536.48931
988.58209 -18.016397 -190.10608 -600.73641
979.59127 22.110344 -294.2657 -652.78777
973.68233 69.855905 -393.6159 -692.05234
971.27051 119.1992 -486.20042 -718.32791
972.01601 163.17223 -569.56878 -731.41511
975.07083 195.3145 -641.41792 -730.87572
979.50499 211.12206 -700.15248 -715.82019
984.71617 208.9025 -745.38283 -685.14636
990.6308 190.05054 -777.7906 -637.55176
997.6151 158.49231 -798.88748 -571.78474
1006.1509 119.75552 -810.40327 -486.72377
1016.4371 79.780503 -813.72631 -381.51352
1028.0945 43.854286 -809.44763 -255.88746
1040.0791 15.96292 -797.21339 -110.70821
1050.8164 -1.5050308 -775.81011 51.487948
1058.4952 -7.7355811 -743.43336 226.18456
1061.427 -3.4129777 -698.13285 406.73892
1058.378 9.3908694 -638.02291 584.43919
1048.8082 27.271611 -561.28759 749.00386
1032.9816 45.68528 -465.99731 889.37317
1011.9556 59.214949 -350.18538 994.98
987.47019 62.289346 -212.28326 1057.0554
961.75103 50.125559 -51.911451 1069.6755
937.22969 19.79074 128.97643 1030.5901
916.20477 -28.866529 325.12347 941.61634
900.48641 -92.797892 527.74806 808.46168
891.08584 -166.07127 725.18667 640.15525
888.02417 -240.67432 904.35213 447.91206
890.32318 -307.87988 1052.5521 243.67197
896.2053 -359.75237 1159.2558 38.808253
903.47385 -390.45355 1217.5154 -157.06322
909.98531 -396.85847 1224.4683 -336.57316
914.08961 -378.47336 1181.2259 -494.49092
914.93838 -336.88091 1092.2078 -627.20528
912.61858 -274.9314 964.5027 -732.00898
908.1245 -196.15449 807.12082 -806.59005
903.19778 -104.48476 630.1705 -848.81811
900.06376 -4.2170984 443.82913 -857.018
901.0708 99.747956 257.53763 -830.5276
908.23983 201.84536 79.235748 -770.37143
922.77698 295.9271 -84.880281 -679.84272
944.64454 375.81391 -230.41658 -564.61662
972.33441 436.1768 -354.62759 -432.22413
1002.9674 473.65648 -456.297 -291.16855
1032.7693 487.72935 -535.78949 -149.66667
1057.8553 481.15959 -594.95378 -14.576407
1075.1205 459.61661 -636.88428 109.20551
1082.9685 430.64094 -665.32191 218.80668
1081.6372 401.97088 -683.76995 312.98476
1073.0055 380.11907 -694.64417 391.52556
1059.9577 369.31162 -698.76918 454.66039
1045.5287 371.15646 -695.7396 502.64932
1032.1188 384.96883 -684.81483 535.68378
1021.0048 408.12345 -666.3255 553.89748
1012.2545 436.53654 -642.245 557.30846
1005.0141 464.96168 -616.08915 545.67206
998.03294 487.25982 -592.11457 518.38474
990.23289 496.86103 -574.10923 474.39229
981.1403 487.57288 -564.30071 412.32222
971.06569 454.64847 -562.54467 330.7683
961.0216 395.90634 -566.20201 228.75224
952.4318 312.28062 -570.95712 106.16007
946.72932 207.60141 -572.09337 -35.713782
944.97173 87.58413 -565.76497 -193.91491
947.58148 -41.459617 -549.75799 -363.76426
954.28821 -173.89948 -523.64351 -538.81918
964.26207 -305.51058 -488.34288 -711.03918
976.36209 -433.52427 -445.5149 -871.20233
989.39109 -556.34167 -396.88412 -1009.3037
1002.2652 -672.88541 -343.65173 -1115.3839
1014.0603 -782.09822 -286.27825 -1180.4465
1023.9683 -882.37998 -224.59425 -1197.4
1031.2363 -971.52991 -158.26823 -1162.1789
1035.1452 -1046.8398 -87.444703 -1074.2848
1035.0573 -1105.6825 -13.323296 -937.20601
1030.5096 -1146.0813 61.782976 -758.04597
1021.3297 -1167.3785 134.70045 -546.62873
1007.7492 -1170.6361 202.03098 -314.18875
990.50151 -1158.6 260.75949 -72.085742
970.87301 -1135.2581 308.5252 169.23365
950.65111 -1104.917 343.29814 400.83942
931.92686 -1071.1655 362.9892 615.34149
916.75595 -1036.0445 365.09853 806.64799
906.75425 -999.66648 346.91172 969.77621
902.75117 -960.44135 306.16955 1100.6256
904.61339 -915.88035 241.96917 1196.0432
911.30719 -863.61228 155.60624 1254.1358
921.18898 -802.43257 50.910536 1274.5048
932.42874 -732.6309 -66.060922 1258.4143
943.43158 -655.78907 -187.82216 1208.6498
953.14587 -573.8416 -306.45829 1129.1975
961.21251 -488.01734 -414.29946 1024.8639
967.94528 -397.85269 -504.26303 900.83076
974.15401 -300.98163 -569.9458 762.15485
980.83726 -193.85759 -605.91803 613.43402
988.78888 -73.111249 -608.08256 458.49789
998.21332 62.949807 -574.13062 300.19712
1008.4792 213.20703 -503.93947 140.45211
1018.1236 373.53388 -399.61557 -19.690197
1025.1516 537.76441 -265.40263 -179.69068
1027.5682 699.28661 -107.12447 -338.99832
1023.9746 852.855 68.354574 -496.55076
1014.0196 995.44882 253.75569 -650.30824
998.54886 1125.7397 441.80287 -797.04163
979.39963 1242.7437 625.78421 -932.52438
958.93979 1344.1811 800.04108 -1051.9556
939.53521 1425.5492 960.64445 -1150.4931
923.1251 1480.2086 1105.5725 -1223.7075
910.99918 1500.4934 1234.5743 -1267.8039
903.77412 1479.6899 1348.4429 -1279.9038
901.50675 1413.9517 1448.0234 -1258.2892
903.85921 1303.5886 1533.065 -1202.7668
910.2473 1153.1124 1601.459 -1114.9645
919.94829 969.99211 1649.1008 -998.45992
932.1753 762.96922 1670.5389 -858.56877
946.12776 540.22806 1660.0968 -701.98098
961.01306 308.41521 1613.0241 -535.97805
976.03636 72.320502 1526.4939 -367.86165
990.37767 -164.49825 1400.0162 -204.3174
1003.1864 -398.77233 1235.4134 -51.057747
1013.6217 -626.63056 1036.4303 87.308882
1020.9488 -842.95005 808.09518 207.21518
1024.6803 -1041.4598 556.20551 306.08341
1024.7254 -1215.3683 286.77948 382.22925
1021.504 -1358.5353 5.7348559 434.89203
1015.9776 -1466.5332 -281.25851 464.23592
1009.5656 -1537.5113 -568.97828 471.62279
1003.9263 -1572.4946 -852.59529 459.68061
1000.6225 -1575.0875 -1127.5577 432.49462
1000.7375 -1550.6905 -1389.4006 395.44621
1004.5463 -1505.368 -1633.5622 354.79631
1011.3559 -1444.8819 -1855.1404 316.85102
1019.6051 -1373.6535 -2048.9748 286.84092
1027.2335 -1294.2261 -2209.956 267.82154
1032.2452 -1207.1371 -2333.6183 259.91876
1033.3135 -1111.2049 -2416.7957 260.21799
1030.2452 -1004.2994 -2458.0876 263.54644
1024.138 -884.30053 -2457.775 263.95839
1017.141 -750.01416 -2417.1303 256.531
1011.8439 -601.80756 -2337.2965 238.94991
1010.4614 -441.6246 -2218.2294 212.25917
1014.0769 -272.51412 -2058.439 180.50124
1022.2213 -97.908395 -1855.65 149.43061
1032.9456 78.731979 -1608.2695 124.90721
1043.3535 253.73037 -1317.249 111.45874
1050.3978 422.56839 -987.48226 111.51815
1051.6655 579.49281 -628.33297 125.43954
1045.9099 717.79736 -252.87921 152.14785
1033.1991 831.21444 123.92694 190.10987
1014.7109 915.77753 487.46234 238.02197
992.33957 971.2392 825.25656 295.03614
968.30485 1001.4106 1128.127 360.49138
944.885 1013.0294 1390.4678 433.5107
924.27876 1013.7914 1610.1731 512.47481
908.50568 1009.8997 1788.1384 594.75417
899.24557 1004.2372 1927.5425 676.47556
897.57753 995.69596 2032.9887 752.29881
903.68316 980.02403 2109.3283 815.59765
916.65997 951.72485 2160.6304 858.9076
934.58319 906.08501 2189.3889 874.68374
954.85272 840.62141 2196.3415 856.26232
974.7403 755.64413 2180.9343 798.60419
991.95833 654.02576 2142.1309 698.87762
1005.0645 540.30263 2079.4939 556.83356
1013.5903 419.49692 1993.8135 374.83003
1017.9028 295.94581 1887.1381 157.80128
1018.8964 172.65402 1761.9818 -86.795627
1017.6498 51.475624 1620.3833 -349.06378
1015.1579 -66.276799 1463.2773 -617.03788
1012.192 -179.04746 1290.5879 -877.23419
1009.2882 -284.46731 1101.9534 -1115.6119
1006.82 -379.38512 897.5532 -1318.8581
1005.0854 -460.2895 678.83239 -1476.0462
1004.3522 -523.93462 448.77947 -1580.0844
1004.8194 -568.22439 211.62415 -1628.5859
1006.506 -592.75743 -27.81283 -1623.8793
1009.1352 -599.14307 -264.69434 -1572.2134
1012.0966 -590.81774 -494.58732 -1482.3092
1014.5455 -572.47483 -713.52773 -1363.7651
1015.6261 -548.94468 -917.799 -1225.5484
1014.74 -523.89453 -1103.6094 -1075.1726
1011.7519 -498.70629 -1266.844 -918.60655
1007.0493 -471.96327 -1403.085 -760.78467
1001.4356 -440.09802 -1507.996 -606.31467
995.90494 -398.95544 -1577.9004 -459.88428
991.37887 -345.90208 -1610.6801 -326.23851
988.48629 -281.50194 -1606.2762 -209.39191
987.43787 -210.23856 -1567.0777 -112.04616
988.02061 -139.81282 -1497.5746 -35.18641
989.70037 -79.455047 -1403.9098 21.717355
991.79339 -37.61182 -1292.9717 60.191579
993.65725 -19.744419 -1171.4632 81.979755
994.85901 -27.033189 -1045.2295 88.352441
995.28299 -56.401249 -918.79749 79.973594
995.15506 -101.99495 -795.36225 57.185382
994.97941 -157.03386 -676.71785 20.595569
995.40443 -215.43399 -563.01619 -27.985797
997.04848 -272.43037 -452.35126 -84.908735
1000.3122 -324.35096 -340.53716 -144.62692
1005.2068 -367.97183 -221.58649 -200.23118
1011.249 -400.08046 -89.093071 -244.69154
1017.4724 -417.33092 62.084112 -272.40677
1022.5787 -416.69479 234.22142 -280.4717
1025.2055 -395.99534 425.84613 -269.41322
1024.2372 -354.57836 631.7424 -242.81454
1019.0566 -293.59628 843.54961 -206.09323
1009.6481 -215.75865 1050.9478 -164.52636
996.51762 -124.35874 1242.7837 -121.26297
980.50279 -21.919389 1407.9058 -76.028933
962.61209 91.031497 1535.5015 -25.0731
944.02662 216.35815 1615.689 37.558681
926.27508 357.55731 1640.3805 117.8361
911.40253 517.92639 1604.8814 218.96425
901.88426 698.29071 1509.7322 339.05576
900.17239 895.39266 1361.501 470.92957
908.00009 1101.7523 1172.2563 604.241
925.70755 1306.5714 957.82293 728.56147
951.82224 1497.2343 735.60181 835.56833
983.07092 1661.0482 522.00427 920.00585
1014.9115 1786.8268 329.68183 979.55358
1042.4602 1866.0867 165.38437 1014.0802
1061.4902 1893.3398 29.544705 1023.9513
1069.2013 1865.8242 -82.514736 1008.4447
1064.6552 1782.8035 -178.5132 965.15435
1048.8948 1645.3703 -266.99419 890.7805
1024.7624 1456.3222 -355.6387 783.11177
996.40454 1220.4449 -449.89682 642.9684
968.49425 944.59689 -552.2343 475.45522
945.28198 637.63842 -661.83593 289.82524
929.69374 309.77376 -774.77912 98.251276
922.72272 -28.337266 -884.72081 -86.431333
923.30202 -366.50591 -983.7937 -252.93901
928.70641 -695.55316 -1063.6499 -393.24954
935.36952 -1007.3926 -1116.4169 -503.51639
939.88934 -1294.6469 -1135.6651 -583.92329
939.92477 -1550.0831 -1117.0221 -637.66497
934.71822 -1766.2988 -1058.2574 -669.56342
925.11787 -1935.9468 -959.1033 -684.60464
913.14958 -2052.8893 -820.84948 -687.06231
901.33329 -2113.5103 -646.2094 -680.00761
892.00024 -2117.9168 -439.42928 -665.38602
886.81565 -2070.2085 -206.55846 -644.33122
886.59841 -1977.8651 44.103968 -617.35851
891.40047 -1850.4826 301.84487 -584.47726
900.71988 -1698.2597 553.7773 -545.1181
913.71387 -1530.7324 785.64572 -498.10934
929.33841 -1355.948 983.57958 -441.88252
946.4157 -1180.1853 1136.0607 -374.90595
963.67875 -1008.0534 1235.9271 -296.49287
979.83999 -842.78289 1281.408 -207.42772
993.69395 -686.48764 1276.025 -110.38373
1004.2375 -540.36292 1227.13 -9.7511613
1010.7776 -404.90748 1143.6501 89.117458
1013.0227 -280.06321 1033.7999 181.05102
1011.1733 -165.45071 903.56957 262.12485
1006.0056 -60.666658 756.23823 330.26327
998.88692 34.46306 593.20034 385.09942
991.61248 119.63132 415.51909 427.10235
986.00343 194.10035 225.5014 456.66567
983.36767 257.16021 27.364211 473.96551
984.05554 308.69428 -173.0976 479.28847
987.31129 349.50577 -369.3642 473.36143
991.48315 381.26241 -554.97423 457.24389
994.53897 406.44287 -724.41454 432.31567
994.74955 428.2846 -873.8965 400.65708
991.2887 450.85096 -1001.4833 365.39855
984.48615 478.96451 -1106.4514 330.69618
975.6324 517.99335 -1187.8823 301.2233
966.4805 573.52135 -1243.4096 281.77806
958.72347 650.88298 -1268.8589 276.66721
953.67598 754.27508 -1258.596 289.24188
952.23255 885.41801 -1206.7582 321.03934
954.98372 1041.7574 -1109.0386 371.11137
962.28038 1215.3642 -964.49621 435.61057
974.1085 1393.3041 -776.71566 507.92791
989.81588 1559.5593 -553.87993 579.56219
1007.8936 1698.1938 -308.13183 641.54795
1026.04 1796.3155 -54.171579 686.11899
1041.6005 1846.0835 192.41926 708.08348
1052.2779 1845.3309 417.18467 705.61054
1056.8333 1796.2645 608.40386 680.1926
1055.4437 1703.0527 758.01532 635.95214
1049.5334 1569.3275 861.92661 578.46761
1041.1549 1396.9667 919.77208 513.4727
1032.2056 1186.4517 934.68629 445.90119
1023.8296 938.40799 912.29472 379.35143
1016.2346 655.3048 859.66576 316.05648
1008.9671 342.67562 783.89097 257.45294
1001.4797 9.2249633 691.22814 204.80238
993.69404 -334.1668 586.5542 159.84994
986.28262 -676.27444 473.49817 124.96385
980.53561 -1007.1601 354.64711 103.09796
977.88916 -1318.9897 231.94476 97.228607
979.33502 -1606.0153 107.04636 109.68479
984.97513 -1863.7563 -18.3787 141.42109
993.90243 -2087.9737 -142.59447 191.50297
1004.4377 -2273.7743 -263.46755 256.8861
1014.605 -2415.0267 -377.96208 332.83461
1022.6511 -2504.7272 -481.48815 413.2098
1027.4343 -2535.9044 -567.58244 491.12276
1028.5894 -2502.978 -628.139 559.30842
1026.4798 -2403.1551 -654.70053 610.4584
1022.0105 -2237.668 -640.16882 637.55738
1016.394 -2012.4061 -580.80593 634.5336
1010.9307 -1737.6984 -477.6212 597.54508
1006.8083 -1427.1956 -336.99114 526.54818
1004.9118 -1096.0602 -169.97131 426.53895
1005.6584 -758.92763 9.1832209 307.66875
1008.907 -428.13573 185.07864 184.02691
