# Solid Silica - BKS potential, melted and quenched
# 216 atoms, T~1000K, dens~2.295g/cm^3
# NVE, dt = 1.0 fs, 50 ns, output_step = 1.0 fs
# Temperature = 1065.705630 K, Volume = 3130.431110818 A^3
# LAMMPS metal units
c_flux1[1] c_flux1[2] c_flux1[3]
-462.43384 723.5002 -1322.6004
-384.43882 892.75834 -1329.948
-288.53566 1054.5474 -1292.5006
-180.68524 1201.8806 -1207.365
-66.286575 1326.4575 -1076.4713
50.395046 1419.3758 -906.47312
166.40358 1472.4826 -708.06299
279.74594 1480.0197 -494.61615
388.89827 1439.6543 -280.42575
492.44355 1352.6479 -78.852905
588.91318 1223.4156 99.291313
676.80144 1058.6165 246.92733
754.58561 866.52239 360.93279
820.88102 656.58306 441.67552
874.49865 439.30508 491.95352
914.21423 225.98438 515.89463
938.58792 28.182358 518.08007
945.80018 -143.15425 503.3283
933.83864 -278.91631 476.72434
901.07203 -373.19857 443.68613
847.14079 -424.36561 409.57256
773.52234 -435.19163 379.04245
683.74294 -411.91158 355.40055
582.63032 -362.6262 340.31778
475.29882 -295.5866 333.99295
365.98253 -217.97014 335.62638
257.39484 -135.27362 344.05777
150.47254 -51.492574 358.06052
44.946347 30.183457 376.46915
-59.837552 106.62822 398.25343
-164.07785 174.39229 422.46708
-267.05602 229.94031 448.54744
-367.03589 270.11057 476.47081
-461.65188 292.47667 506.75554
-548.4462 295.45582 540.22251
-625.256 278.21991 577.31541
-690.50881 240.59341 617.17385
-743.16598 183.13719 656.64878
-782.53201 107.45194 689.89742
-808.04667 16.689609 708.68827
-819.14361 -84.279618 703.65226
-815.34716 -189.04013 666.37744
-796.75411 -290.55903 591.64617
-764.25241 -382.40848 479.1341
-719.81868 -460.09121 333.8311
-666.2625 -521.57417 165.23356
-606.98497 -567.27118 -14.574625
-545.41057 -599.00786 -193.14349
-484.89343 -618.90425 -359.55546
-428.44045 -628.32883 -505.66457
-378.65794 -627.5386 -626.43966
-337.46158 -616.14974 -719.82178
-305.95681 -593.83376 -785.91763
-284.12479 -560.93373 -826.42044
-270.6933 -518.44194 -843.98287
-263.02897 -467.47545 -841.91264
-257.29665 -408.60412 -823.79954
-249.01595 -341.53957 -793.18249
-233.64738 -265.39815 -752.9966
-207.17633 -179.31311 -704.9309
-166.61749 -83.576886 -649.15797
-110.14251 19.318025 -584.25994
-37.410704 124.07411 -507.77414
50.627924 222.55575 -417.03981
151.77145 304.92879 -310.35412
262.78897 361.1893 -187.89146
379.39875 383.04804 -52.057704
496.35101 365.43945 92.782007
607.66545 307.47679 240.86325
707.31258 212.48997 385.65053
790.01956 87.448649 520.32216
851.95643 -58.188068 638.20038
891.13683 -213.68149 732.9731
907.25434 -368.41916 799.08981
901.11941 -512.81996 831.99252
873.91975 -639.17134 828.69438
826.70007 -741.9556 788.31089
760.27776 -818.19185 712.57376
675.84974 -867.31225 605.90841
575.6912 -890.91276 475.3896
463.69268 -892.12739 330.30403
345.33248 -874.85022 181.34724
226.99735 -842.94044 39.616742
114.77777 -799.48343 -84.729334
13.455954 -746.30754 -184.0888
-74.059127 -683.88903 -254.62933
-146.5919 -611.53784 -296.97372
-204.02262 -527.9357 -315.63192
-246.40155 -431.73402 -317.80357
-273.32657 -321.99942 -311.58016
-283.82584 -198.83271 -304.31646
-276.76055 -63.676565 -301.43704
-251.63153 80.512237 -305.96132
-209.37668 229.37898 -318.78698
-152.87034 377.73599 -339.6637
-86.877083 519.93795 -367.91817
-17.446937 650.5074 -403.02909
49.019101 764.44249 -444.71444
107.03245 857.55784 -492.68214
153.03258 926.58722 -546.24295
185.99231 969.31452 -603.89079
207.49621 984.35595 -663.00909
221.13627 971.00023 -719.89609
231.44717 928.924 -769.92895
242.74372 858.12015 -808.14227
258.06329 758.96888 -829.79704
278.405 632.49233 -831.42309
302.39802 480.83467 -811.49035
326.58093 307.70569 -770.77292
346.14132 118.75892 -712.10331
356.05826 -78.110113 -639.4452
352.19574 -273.01956 -556.80176
332.31193 -454.71904 -467.37073
296.553 -611.76859 -373.14752
247.29569 -733.92228 -275.21189
188.71243 -813.61597 -174.24667
125.77894 -847.0364 -71.048665
63.380674 -834.76879 33.292523
5.6591181 -781.46917 137.62613
-44.296905 -695.00915 241.10033
-84.294002 -585.0468 343.25146
-113.02353 -461.58222 443.7837
-130.05345 -333.71933 541.92498
-136.1461 -208.85201 635.91035
-133.21053 -92.214487 722.42868
-124.03224 13.134003 796.73172
-111.80548 106.11681 853.60817
-99.495832 187.04708 888.86321
-88.975081 257.23406 900.65466
-80.422757 318.38504 889.75316
-71.834715 372.28791 858.85364
-59.258467 420.40401 810.81296
-37.595219 463.64389 746.89923
-1.7075319 502.11221 665.67731
52.276004 535.1315 563.0245
125.86327 561.23935 433.39482
217.44023 578.22919 271.79991
322.29179 583.1849 75.932163
433.09042 572.55736 -152.17952
540.78864 542.60957 -405.7557
635.89656 490.19088 -674.09592
709.80831 413.69318 -944.46892
756.04052 314.11326 -1204.2181
771.13097 195.89898 -1442.4168
755.1276 67.039567 -1650.8934
711.34305 -61.568598 -1824.2407
645.55705 -177.64113 -1959.5764
564.6538 -269.51968 -2055.8795
475.08412 -328.11207 -2113.5835
381.71854 -348.61388 -2134.1929
287.14269 -331.26214 -2120.0088
191.67814 -281.30626 -2073.6562
93.968726 -208.03501 -1997.7273
-8.2133409 -123.25005 -1894.3655
-117.18078 -39.469006 -1765.3908
-234.45141 31.815377 -1612.5408
-360.29892 81.682711 -1437.9286
-493.29487 104.96724 -1244.5275
-630.05069 100.80392 -1036.4658
-765.39884 72.398871 -819.04687
-892.79411 26.147538 -598.57209
-1005.2383 -29.864507 -381.98741
-1096.5213 -87.344256 -176.4578
-1162.4303 -139.13483 11.082296
-1201.5076 -180.06476 174.51808
-1215.1334 -207.00357 309.13047
-1206.7384 -218.52699 412.23373
-1180.622 -214.36385 483.72644
-1140.7069 -194.83383 526.25824
-1089.6063 -160.61558 544.79967
-1028.3218 -112.59897 545.72815
-956.40102 -51.845489 535.85332
-872.68219 20.497271 521.35444
-775.8566 103.53262 507.05724
-665.10388 196.967 496.10787
-540.38956 301.32709 489.96969
-402.55277 417.72867 488.63721
-253.08582 547.24738 491.0332
-93.748576 689.91118 495.42039
73.609001 843.88197 499.87242
247.27189 1004.8412 502.73917
425.18598 1166.2388 502.87758
604.60084 1320.0203 499.78931
781.37843 1457.9319 493.4041
949.74344 1572.917 483.99138
1102.3471 1659.9548 471.97052
1230.9579 1716.4531 457.4735
1327.4611 1741.7382 439.93061
1385.0666 1736.1512 417.94081
1399.4696 1699.9752 389.12421
1369.6313 1632.8817 350.47438
1297.9392 1534.0135 298.77774
1189.5503 1402.5684 231.23152
1051.2134 1238.8481 146.14986
890.0255 1045.0156 43.701207
712.27715 825.59873 -73.684252
522.67799 587.07323 -201.17466
324.22337 336.96511 -332.00307
118.62443 82.82861 -458.13665
-92.864727 -168.55499 -571.39471
-308.13772 -411.09682 -664.54411
-523.35471 -639.2641 -732.32984
-732.6125 -847.78011 -772.30926
-928.28979 -1031.639 -785.11401
-1102.1167 -1186.5071 -774.242
-1246.4163 -1309.2332 -745.23284
-1355.3141 -1398.4501 -704.59082
-1425.6625 -1454.806 -658.65345
-1457.2744 -1480.5593 -612.72159
-1452.6963 -1478.5461 -570.52948
-1416.3985 -1450.9064 -534.07658
-1353.8099 -1398.0428 -503.91618
-1270.4565 -1318.3842 -479.58533
-1171.4804 -1209.0464 -459.99142
-1061.5154 -1067.3518 -443.63886
-944.95262 -892.68673 -428.5347
-826.13632 -688.00132 -411.81048
-709.53248 -460.47714 -389.42395
-599.30873 -220.99584 -356.28369
-498.70919 17.2741 -306.84723
-409.17012 240.84109 -236.19339
-329.63671 437.74716 -141.31324
-256.14569 599.00301 -22.231966
-182.32907 719.3158 117.49031
-100.46766 797.07161 270.96397
-3.338208 833.84098 428.89598
114.1663 833.73456 581.12554
253.78712 802.41532 717.9674
413.55967 746.49156 831.58456
588.25029 672.8672 916.63336
770.47891 588.33011 970.52376
952.14398 499.1635 993.18328
1125.7977 410.74176 986.43723
1285.6444 327.42682 953.41824
1428.1435 252.70422 897.99032
1551.7509 189.4297 824.38025
1656.0358 140.07721 736.84146
1740.6433 106.65658 639.34867
1804.3063 90.430251 535.3599
1844.2838 91.646316 427.64399
1856.6064 109.34628 318.20802
1836.696 141.49545 208.31979
1780.5101 185.544 98.546591
1685.7327 238.94998 -11.083987
1552.552 299.5231 -120.71391
1383.8076 365.41434 -230.30853
1184.5266 434.47027 -339.22988
961.21226 503.80268 -445.89741
721.14445 569.21599 -547.61004
471.97395 625.22213 -640.55889
221.32875 665.2563 -720.05522
-23.597964 682.40511 -781.10078
-256.76093 670.00609 -819.14247
-473.81695 622.37658 -831.0573
-672.4958 535.36228 -816.13168
-852.43808 406.85706 -776.80631
-1014.475 237.32759 -718.88392
-1159.7952 30.465046 -650.9837
-1289.16 -206.49249 -583.36869
-1402.4587 -462.63854 -526.3698
-1498.699 -724.01504 -488.70679
-1576.3259 -974.79245 -476.10941
-1633.6343 -1198.9179 -490.45248
-1668.8389 -1382.116 -529.56551
-1680.2261 -1513.5959 -587.73494
-1666.1147 -1587.3819 -656.73693
-1625.0043 -1602.901 -726.76936
-1555.691 -1564.9952 -787.45577
-1457.5669 -1483.1166 -828.70753
-1330.8887 -1369.97 -841.71512
-1176.8665 -1239.4794 -819.81091
-997.56242 -1104.5066 -759.425
-795.55348 -974.8844 -660.77773
-573.71802 -856.05158 -528.12828
-335.07582 -748.69227 -369.39746
-82.861504 -649.47282 -195.03999
179.28708 -552.38928 -16.330588
446.95945 -450.57917 156.44874
714.7885 -338.08574 315.46653
976.54792 -211.18445 456.16401
1225.6087 -69.028975 577.42052
1455.4314 86.183452 681.05123
1660.028 249.66444 770.75457
1834.1787 414.52304 850.98632
1973.5053 572.40765 925.82513
2074.4469 714.28122 997.99748
2134.4413 831.30625 1068.3062
2152.2085 916.09604 1135.3747
2128.2142 963.89833 1195.8722
2064.8293 973.59339 1245.0325
1966.1571 948.14598 1277.4945
1837.4479 894.1774 1288.1207
1684.2706 820.71462 1272.5836
1511.6417 737.25139 1227.4645
1323.2714 651.60176 1150.1673
1121.3162 568.47971 1038.649
906.47034 488.88873 891.44217
678.79615 410.66792 708.07121
438.64989 329.64994 489.8124
187.45841 240.95694 240.67724
-71.662696 140.25339 -31.980911
-333.98566 24.574492 -317.53152
-593.57422 -106.95316 -602.77875
-843.96212 -252.76734 -873.66497
-1078.9259 -408.73635 -1116.9589
-1292.8178 -568.37735 -1322.2419
-1480.6539 -723.2586 -1482.9382
-1637.8444 -863.88873 -1596.7892
-1759.7346 -980.87148 -1665.5091
-1841.4917 -1066.1546 -1693.8296
-1878.3014 -1114.2312 -1688.448
-1865.8729 -1122.841 -1656.6951
-1801.1251 -1093.1941 -1605.4042
-1682.8877 -1029.6657 -1539.8335
-1512.2904 -939.00883 -1462.8269
-1293.0123 -829.1695 -1374.4817
-1031.3784 -708.02758 -1272.4655
-736.07084 -582.16613 -1152.9262
-417.69949 -456.06425 -1011.9788
-88.128609 -331.94005 -847.0324
240.00143 -210.4041 -657.92221
553.81383 -91.28792 -447.30866
840.87297 25.316978 -220.64106
1090.3965 138.5047 14.211166
1294.5346 246.42925 247.83806
1449.6448 346.608 470.07262
1556.8224 436.58346 671.00478
1621.1134 514.42153 841.85095
1649.9533 579.04951 975.76911
1651.1378 630.18166 1068.6783
1631.1136 668.20218 1119.7248
1594.153 693.91228 1131.4215
1542.6436 708.35263 1109.1564
1478.1025 712.90711 1060.3777
1402.6016 709.26281 993.53862
1319.5772 699.09382 917.14338
1233.6655 683.64469 838.74664
1149.594 663.42868 764.21039
1070.7273 638.2576 697.05536
997.75348 607.58336 638.09672
928.42331 571.03638 585.48974
858.24189 528.75456 535.23125
782.04429 481.34736 482.15427
695.76834 429.40652 421.34215
597.62639 372.82287 349.35348
488.47321 310.34068 265.1999
371.11071 239.58797 170.46385
248.8446 157.70694 68.66709
123.92156 62.539472 -35.608719
-3.5276434 -46.406435 -137.90076
-135.62561 -167.42494 -234.61682
-275.90145 -296.69677 -323.50053
-427.84769 -429.17839 -403.66367
-593.20846 -559.89058 -475.37474
-770.96681 -685.0405 -539.71886
-957.10924 -802.7606 -598.07003
-1145.5418 -912.69989 -651.59642
-1329.3449 -1015.1015 -700.66649
-1501.9897 -1109.5622 -744.55231
-1657.9464 -1194.0582 -781.46864
-1792.69 -1264.8102 -808.93065
-1902.1459 -1316.9933 -824.4614
-1981.979 -1346.2434 -826.30235
-2027.2852 -1350.0777 -813.95945
-2032.852 -1328.6856 -788.2669
-1994.037 -1284.7037 -750.91816
-1907.8438 -1222.1088 -703.61167
-1773.6377 -1144.6135 -647.21261
-1593.1178 -1054.3575 -581.47626
-1370.0514 -951.33232 -505.46511
-1109.6237 -834.01818 -418.31749
-817.98274 -700.62288 -320.39402
-501.91102 -550.46436 -214.04455
-168.84677 -384.90555 -104.04136
173.00187 -207.4408 3.011339
514.48613 -23.23868 99.600224
845.85805 161.68414 178.73975
1157.3404 341.29508 235.1669
1440.0346 510.2301 266.04513
1686.893 664.06204 270.95845
1893.2974 799.46527 251.29171
2057.1421 914.01433 209.34333
2178.244 1006.0893 147.72995
2257.3783 1074.8944 69.162296
2295.2373 1120.2987 -23.403486
2291.7414 1142.6912 -126.50837
2245.9924 1142.5321 -236.29913
2156.7593 1120.224 -348.96695
2023.4586 1076.0263 -461.33959
1847.3296 1010.2008 -571.41055
1632.2616 923.49326 -678.32937
1385.1493 817.48994 -781.79723
1115.4555 695.00688 -881.15272
834.28187 560.12546 -974.30664
553.02022 417.86631 -1056.9849
281.94522 274.08536 -1122.6936
29.034747 135.18128 -1163.4635
-200.65533 8.0053311 -1171.3258
-405.03601 -100.52781 -1140.1107
-584.46563 -184.05446 -1066.5667
-740.78739 -237.73141 -950.83874
-876.15468 -258.95592 -796.19702
-992.11349 -247.84954 -608.2681
-1089.007 -207.35319 -394.05422
-1166.0875 -142.92472 -160.87209
-1222.0408 -61.916677 84.352761
-1255.9212 27.477684 335.30299
-1267.9436 117.38766 586.10444
-1259.8535 201.20631 831.10215
-1234.7222 274.11686 1064.6423
-1196.2854 333.07344 1281.0542
-1148.0114 376.3831 1474.6564
-1092.5408 403.21666 1639.7617
-1031.3624 413.07492 1770.8201
-965.05968 405.55449 1862.7398
-893.8013 380.31822 1911.4218
-818.14366 337.56659 1914.1232
-739.94059 278.55573 1869.8552
-662.86633 206.02348 1779.5187
-592.26546 124.33723 1645.9813
-534.30531 39.303954 1474.0247
-494.70334 -42.160921 1270.1032
-477.2122 -112.68904 1041.8811
-482.54754 -165.343 797.71234
-507.80833 -194.57984 545.83721
-546.55579 -197.26289 293.89235
-589.75742 -173.19433 48.532089
-627.15576 -125.08677 -184.51954
-649.00489 -58.090327 -400.3117
-647.61789 21.341608 -594.37729
-618.3364 106.80279 -762.60447
-559.72709 193.01164 -901.3368
-473.0926 276.47909 -1007.6557
-361.45127 355.4367 -1079.7949
-228.75749 429.04798 -1117.4239
-79.278545 496.26028 -1121.6224
82.649323 554.94797 -1094.6871
252.37991 601.57936 -1039.6896
424.6525 631.59967 -960.14465
593.64619 640.65002 -859.88074
753.16219 625.77345 -743.05498
897.37839 586.30799 -614.39058
1021.4847 523.9314 -479.32956
1122.1726 441.92662 -344.06802
1197.8074 344.02292 -215.1823
1248.2891 233.24344 -99.198255
1274.6075 111.22477 -1.7716887
1278.2659 -21.466444 72.924203
1260.6945 -164.4295 122.92656
1222.7266 -316.17691 148.99235
1164.421 -473.24759 154.52198
1085.166 -630.24061 145.2785
984.21052 -780.34103 128.46577
861.26906 -916.46183 111.73755
717.24999 -1032.3558 102.08064
554.92597 -1123.3659 105.14585
379.06143 -1186.8972 124.95283
196.23673 -1222.0331 163.94713
14.268732 -1229.1567 223.29752
-158.28724 -1209.3672 303.02711
-312.83943 -1164.3319 401.92544
-441.396 -1096.3872 517.16118
-537.26734 -1008.8455 643.78427
-595.54416 -906.18512 774.35681
-613.29418 -794.18869 899.06066
-589.83706 -679.99705 1006.5211
-526.93582 -571.75894 1085.2596
-428.87769 -478.03176 1125.1883
-302.35271 -406.71019 1119.3274
-155.91787 -363.88835 1064.7561
0.67964632 -352.80725 963.12767
157.47173 -373.1157 820.52257
305.37377 -420.91819 646.5523
437.2646 -489.15425 453.07212
549.06588 -568.70194 252.56738
640.30196 -649.52064 56.471511
713.93357 -721.80163 -126.20885
775.22992 -776.93268 -289.73819
829.88082 -807.96201 -431.74665
882.02676 -809.89137 -552.68498
932.44627 -779.62932 -654.66675
977.85457 -715.81998 -740.289
1011.2965 -618.64629 -811.45504
1023.8489 -489.70732 -868.82626
1006.9485 -332.06213 -911.72673
954.84219 -150.42877 -938.55018
866.32118 48.728476 -947.43591
745.1575 257.34435 -936.87104
599.26872 466.23761 -906.16074
438.65376 665.82539 -855.67504
273.09866 847.04294 -786.75802
110.30203 1002.0345 -701.6013
-45.181203 1124.634 -602.83214
-191.85155 1210.6079 -493.15483
-330.27314 1257.8096 -375.167
-461.4373 1266.0041 -251.25882
-585.31542 1236.8121 -123.79914
-699.71177 1173.3984 4.711306
-800.21649 1079.9414 131.40664
-880.98003 960.9667 252.99962
-935.93031 820.55803 366.01993
-960.16037 661.7863 467.18703
-950.83607 486.56628 554.11335
-907.52504 296.18501 625.93945
-831.9262 92.244388 683.77762
-727.2491 -122.12873 730.69983
-597.62834 -341.37545 771.1918
-447.93958 -557.1139 810.00813
-283.90441 -758.63493 851.09322
-112.40441 -933.97566 896.44448
58.233659 -1071.6799 945.46558
218.28896 -1162.4829 994.94204
357.17985 -1200.5943 1039.4208
464.32312 -1184.3102 1072.2288
530.35544 -1115.8678 1086.6846
548.16601 -1000.6732 1077.2659
514.07529 -846.32682 1040.4889
428.51002 -661.49288 975.13879
296.38934 -455.26737 882.52836
126.82087 -236.63329 766.16175
-67.665873 -14.436655 631.5311
-272.6423 202.88669 485.48862
-473.5903 407.43158 335.77039
-657.79271 592.26442 190.38834
-815.62794 751.85513 57.030522
-941.15218 882.40248 -57.725084
-1031.8898 982.02513 -149.10815
-1087.9962 1050.4728 -214.74291
-1111.2303 1088.7405 -255.0423
-1103.9199 1098.4294 -273.17688
-1068.1805 1081.4058 -274.60138
-1005.8342 1039.4957 -266.26177
-918.61591 974.49615 -255.61572
-808.60371 888.54001 -249.61474
-678.50017 784.47723 -253.80137
-531.49525 666.27983 -271.58456
-370.92559 539.13694 -303.79771
-199.84537 409.2518 -348.7806
-20.761936 283.32575 -402.81368
164.31468 167.78683 -460.77282
353.41633 67.881416 -516.79692
544.00773 -13.033795 -565.07317
732.3072 -73.78319 -600.51629
912.94954 -115.13531 -619.35712
1078.8706 -139.07819 -619.74373
1221.8154 -147.72861 -601.9823
1332.9452 -142.5461 -568.4567
1403.6243 -123.98005 -523.1863
1426.3556 -91.924419 -471.35754
1395.693 -46.681741 -418.46972
1309.1639 10.120206 -369.54475
1167.9383 75.069603 -328.26518
977.35451 143.23654 -296.31282
746.88135 208.98695 -273.04046
489.49699 267.2392 -255.43879
220.39671 314.47437 -238.52506
-44.779924 349.28934 -216.2966
-291.42057 371.80497 -182.8277
-507.22664 382.49337 -133.51539
-682.90742 381.04011 -65.894265
-812.51604 365.58882 20.029634
-893.16803 332.61647 121.86417
-924.72983 277.65308 235.08188
-909.58028 196.66183 353.54085
-852.51403 87.94408 469.97578
-760.60858 -46.354628 576.6285
-642.63547 -199.9151 665.71544
-508.01385 -363.11524 730.10986
-365.60092 -524.80319 764.17902
-222.51749 -674.03831 764.69259
-83.511818 -801.53578 731.21211
49.121488 -900.19698 666.19423
174.99141 -964.88788 574.20973
294.72303 -992.09674 460.76016
408.79981 -979.44223 331.29942
516.88633 -926.14258 190.39551
617.31419 -833.86645 41.729799
707.06041 -707.31462 -111.3441
781.94653 -554.31286 -265.01083
836.96248 -384.79131 -414.34575
866.84636 -209.18275 -553.0539
867.03916 -36.580772 -673.95678
834.65214 126.7601 -769.72731
769.62149 277.93252 -834.22806
675.31572 416.87064 -863.56674
558.55457 545.26786 -856.76538
428.96289 665.00784 -815.85488
297.75129 776.95377 -745.52524
176.10401 880.33859 -652.2875
73.796465 972.49386 -543.8095
-1.8614806 1049.183 -428.02931
-46.551925 1104.9707 -312.41443
-58.863561 1133.75 -203.52356
-39.730833 1129.4264 -106.69439
8.5159461 1086.7909 -25.96204
82.846828 1002.6676 36.150135
179.85273 876.95028 78.687639
295.63487 713.68479 102.50537
425.21208 521.22771 110.26792
561.92478 311.64757 106.385
697.2188 99.169261 96.332314
821.06507 -101.92939 85.757278
923.1973 -279.33187 79.429985
994.74218 -424.03224 80.364771
1029.8584 -531.20429 89.272969
1026.707 -600.20808 104.41904
987.28047 -634.06711 122.19736
916.35132 -638.36783 138.1851
819.82597 -619.99006 148.40834
703.29553 -585.99876 150.4574
571.34 -542.91785 144.14268
427.56306 -496.09214 131.53691
275.32686 -449.36751 116.49261
118.6425 -405.01448 103.63023
-37.32127 -363.94342 97.240689
-186.30372 -325.88797 100.26814
-321.4198 -289.76632 113.8888
-436.13316 -253.86652 137.37243
-525.09666 -216.07958 168.44622
-585.01642 -174.23265 203.61978
-615.18695 -126.56703 238.56981
-617.63226 -72.18255 268.66199
-596.97031 -11.317798 289.41973
-559.68443 54.520407 297.12276
-513.21668 122.68991 289.28937
-464.71555 190.00602 265.10601
-419.75043 253.37508 225.34742
-381.31407 310.41248 172.12895
-349.26655 359.81874 108.11555
-320.53812 401.19296 35.767396
-290.34252 434.45819 -43.259755
-253.88717 459.16789 -128.03224
-208.09651 474.09684 -217.73619
-152.75681 477.32474 -310.7749
-90.775136 466.96366 -403.97921
-27.4961 441.93939 -492.28053
30.682152 402.68369 -569.13082
77.791446 351.56525 -627.60775
109.38367 292.85225 -661.6843
123.29218 232.25686 -667.44403
119.46109 176.16323 -643.54118
99.51893 130.72485 -591.34615
66.080941 101.06724 -514.35875
22.084164 90.39846 -417.41048
-29.633998 99.49133 -305.8965
-86.541179 126.43836 -185.25966
-146.48247 167.05109 -60.720893
-207.43918 215.71599 62.580367
-267.36835 266.57722 179.3974
-324.05563 314.5091 284.1497
-375.07391 355.60386 371.19657
-417.96586 387.14539 435.45819
-450.42038 407.22332 473.50962
-470.49815 414.25739 484.55528
-476.79505 406.76292 471.14151
-468.56945 383.35517 438.89427
-446.0748 343.15251 395.62738
-410.74933 286.30325 349.76045
-365.36987 214.14682 308.56447
-313.67005 129.05144 276.94914
-259.69108 33.892785 256.9973
-206.73169 -68.085796 248.56096
-156.64334 -173.43858 250.24949
-109.71458 -278.1476 260.48409
-65.188616 -377.51989 278.12306
-22.048974 -466.14648 302.50334
20.412384 -538.27158 333.1469
62.285957 -588.48695 369.33814
103.39855 -612.58232 409.92199
143.96009 -608.398 453.3012
185.39971 -576.24221 497.8983
230.6073 -519.00825 542.78996
283.13652 -441.64042 588.16303
345.66508 -350.25238 635.38531
418.26714 -251.12268 686.48675
497.39016 -149.89347 743.31661
576.02203 -51.167822 806.56438
644.90167 41.638019 875.11596
694.59714 125.88948 945.82284
717.65051 199.29056 1013.7613
710.24741 259.5308 1072.8777
672.89839 304.51851 1116.7799
610.1025 333.05505 1139.5448
529.2694 345.71784 1136.5033
439.29482 345.30277 1104.8818
349.30422 336.82014 1044.1793
267.39566 326.62087 956.19499
199.58649 321.37729 844.45071
148.9778 326.64431 713.12761
115.48556 345.27107 565.80939
96.345841 376.07861 404.49712
87.069869 413.95082 229.23494
82.601427 451.0754 38.750677
78.294199 479.07109 -168.15032
70.602998 491.27421 -390.76488
57.276989 484.4041 -625.5117
37.343415 459.34203 -865.82677
10.779523 420.50801 -1103.2587
-21.931907 374.27 -1329.0223
-60.049567 327.04849 -1535.247
-102.41358 284.06464 -1715.4948
-147.10381 248.92105 -1864.3776
-191.02371 223.9478 -1976.6036
-229.99522 210.55742 -2046.1855
-259.0848 209.46951 -2066.6868
-273.2717 220.46017 -2032.5217
-268.07399 242.17933 -1940.7799
-240.15919 272.12 -1792.7901
-187.61847 307.27032 -1594.7026
-110.20032 345.26042 -1356.8034
-9.2484469 385.33345 -1091.8747
112.3827 429.0595 -813.10137
250.35502 479.9783 -532.37633
398.8363 542.47889 -259.65131
550.62589 620.0791 -3.0111369
697.65611 713.67327 230.84204
831.80801 820.22661 436.42725
945.75422 932.35781 609.66769
1033.6052 1039.0575 748.41938
1091.237 1127.2623 852.83671
1116.6567 1184.1247 925.34162
1110.019 1199.1434 969.94711
1073.6271 1165.8704 991.09733
1011.4929 1082.811 992.5483
929.00571 953.53988 976.3929
832.27711 786.08018 942.95357
727.61851 591.94993 891.20651
620.81086 384.70493 819.84055
516.30518 178.41943 728.53268
416.64668 -13.898658 618.93824
322.0945 -181.65849 495.19148
230.6958 -317.65511 363.44428
138.96837 -418.50283 230.8385
42.707867 -484.56169 104.08052
-61.943817 -519.2396 -11.685518
-177.53175 -527.95074 -113.54016
-304.60785 -516.81347 -200.7215
-441.4497 -491.42192 -274.06261
-584.22181 -456.02615 -334.93999
-727.58543 -413.18415 -384.508
-865.5339 -363.91483 -423.23434
-992.18738 -308.01782 -451.25162
-1102.6604 -244.49711 -469.1109
-1193.5626 -171.90997 -478.40684
-1263.3868 -88.87791 -481.81761
-1312.3518 5.3077475 -482.69396
-1342.0211 110.06322 -484.51298
-1354.7936 223.10846 -490.38721
-1353.2036 340.28429 -502.95484
-1339.5548 455.8371 -524.39391
-1315.7618 563.18246 -556.28073
-1283.3983 655.77869 -599.27612
-1243.6662 728.0276 -652.49937
-1196.8765 775.6716 -713.0408
-1142.0646 795.9233 -775.52882
-1076.7914 787.21814 -832.25818
-997.50678 748.92964 -874.00465
-900.26511 681.14903 -891.56189
-781.83691 584.86263 -877.68727
-641.03582 462.26357 -828.80476
-479.91315 317.06894 -745.87371
-304.5937 154.71455 -634.36107
-124.98159 -17.995482 -503.10237
46.233059 -193.48998 -362.51417
195.46713 -364.43502 -222.46436
310.46333 -524.65303 -90.571228
382.30201 -669.82328 28.637807
406.64968 -797.53656 133.75244
384.08797 -906.52642 225.41163
319.47596 -995.7185 305.03789
220.89213 -1063.3218 373.57268
98.418168 -1106.4707 430.71092
-36.439811 -1121.4921 475.05986
-171.08582 -1104.7173 505.05743
-291.9986 -1053.4207 520.23367
-385.60113 -966.46227 522.00224
-440.27151 -844.66479 513.20591
-448.66717 -690.61453 496.60893
-409.28985 -508.68608 473.51689
-326.58582 -305.22985 443.1295
-209.83776 -88.828127 403.01856
-71.595333 129.70484 350.20589
74.226084 337.83704 282.90601
214.28528 522.48874 202.30373
337.28231 671.74623 113.5607
434.52269 776.64617 25.445599
499.7178 832.57526 -51.547592
528.69028 839.87063 -107.80412
519.44952 803.56677 -136.96261
472.55192 732.24085 -137.56798
391.43158 636.43778 -113.26997
282.66414 527.03533 -72.153838
155.79143 413.86284 -24.999058
22.467392 304.91348 16.876765
-104.8627 205.91647 43.617738
-215.03328 120.18019 48.320135
-299.98842 48.813057 27.69581
-356.16252 -8.8073519 -17.961594
-384.58735 -54.126038 -84.942064
-390.14926 -88.687239 -166.76925
-380.13983 -113.93041 -254.81875
-363.00246 -131.51987 -339.17829
-347.15721 -143.95838 -409.86492
-340.15088 -154.64166 -458.00578
-347.90305 -167.34945 -476.98426
-373.9911 -185.29209 -463.32541
-418.83518 -210.19556 -417.22468
-478.72784 -241.5267 -342.76996
-545.655 -276.47993 -247.23732
-608.49968 -310.65782 -139.51009
-655.37678 -339.57424 -28.237216
-675.77329 -360.03874 79.609949
-662.14738 -370.89807 179.16297
-611.08268 -372.7845 267.60544
-524.08292 -367.33871 343.42281
-407.49355 -356.25852 405.60004
-271.26608 -340.96128 452.95293
-127.29191 -322.81538 484.3255
